OP_CARRIER,OP_CARRIER_FL_NUM,ORIGIN,DEST,DEP_TIME,ARR_TIME
DL,511,MCO,CVG,1129,1344
DL,512,ATL,DAL,1605,1727
DL,512,DAL,ATL,1806,2057
DL,513,ATL,LGA,827,1034
DL,514,BOS,PHX,1857,2124
DL,515,LAX,ATL,813,1520
DL,516,DAL,ATL,603,911
DL,518,ATL,BOS,2015,2229
DL,519,ATL,DEN,1557,1659
DL,520,ATL,LGA,2059,2313
DL,521,LAX,DFW,829,1327
DL,522,LGA,DFW,1655,1929
DL,524,ATL,LGA,1659,1856
DL,525,ATL,LGA,1245,1441
DL,526,ATL,SLC,1514,1712
DL,527,LAX,BOS,632,1509
DL,528,LAX,ATL,1213,1927
DL,530,ATL,DEN,1401,1514
DL,531,ATL,SFO,1031,1242
DL,531,SFO,ATL,1406,2127
DL,532,JFK,DEN,832,1103
DL,533,ATL,SFO,1158,1356
DL,534,HNL,SLC,2214,814
DL,536,DFW,BOS,654,1130
DL,537,ATL,DCA,2139,2311
DL,538,TPA,LAX,708,906
DL,539,PHX,DTW,1510,2152
DL,540,ATL,OAK,1928,2126
DL,540,OAK,ATL,2251,606
DL,541,SEA,IAD,2148,543
DL,542,SEA,ATL,1137,1905
DL,543,ATL,SNA,1753,1925
DL,544,DTW,LAS,1835,1942
DL,545,ATL,SFO,2122,2326
DL,546,PHX,JFK,633,1418
DL,548,PHX,JFK,2227,602
DL,549,ATL,SJC,1752,1941
DL,550,LGA,ATL,557,819
DL,551,DFW,LGA,711,1135
DL,552,DEN,LGA,1140,1718
DL,553,LAS,LAX,605,731
DL,554,SEA,ATL,1414,2157
DL,555,ATL,LAS,1109,1215
DL,556,SLC,MCO,1433,2042
DL,557,ATL,LGA,1003,1200
DL,558,SEA,CVG,1017,1741
DL,560,SEA,ATL,1552,2331
DL,561,ATL,FAT,1907,2040
DL,561,FAT,ATL,2209,512
DL,562,SEA,ATL,719,1456
DL,563,DCA,ATL,1930,2120
DL,564,SAN,ATL,1357,2117
DL,565,DTW,SEA,2008,2202
DL,567,SEA,ATL,2107,431
DL,569,SEA,ATL,605,1335
DL,570,SFO,ATL,555,1311
DL,571,BOS,SAN,1724,2033
DL,571,SAN,BOS,2155,627
DL,572,DTW,PDX,824,1029
DL,572,PDX,DTW,1130,1827
DL,574,MSP,SMF,1827,2029
DL,575,ATL,LAX,2252,27
DL,623,SMF,DTW,2237,543
DL,629,ATL,SEA,1209,1440
DL,635,SFO,ATL,2143,517
DL,636,JFK,HNL,1023,1520
DL,637,ATL,DCA,1939,2117
DL,638,BOS,ATL,1722,2015
DL,640,SFO,ATL,715,1435
DL,643,FLL,DTW,1209,1510
DL,644,SNA,ATL,1225,1925
DL,650,HNL,JFK,1711,818
DL,653,ATL,SLC,1751,1947
DL,654,SJC,ATL,640,1356
DL,655,DTW,FLL,741,1026
DL,657,SLC,BOS,930,1611
DL,658,HNL,LAX,2039,445
DL,659,ATL,LAS,1445,1553
DL,660,ATL,SLC,1947,2151
DL,661,MKE,ATL,1025,1308
DL,662,PDX,ATL,617,1339
DL,663,ATL,SLC,1153,1400
DL,664,ATL,MCO,1023,1151
DL,664,MCO,ATL,1300,1426
DL,665,ATL,ONT,851,1025
DL,665,ONT,ATL,1156,1900
DL,667,JFK,SFO,1935,2323
DL,668,JFK,SFO,700,1016
DL,669,JFK,SFO,857,1223
DL,670,JFK,SFO,1714,2032
DL,671,SLC,JFK,1351,2023
DL,672,ATL,PHX,1259,1349
DL,673,ATL,LAX,1124,1259
DL,674,MSP,IND,2002,2226
DL,675,PDX,ATL,1458,2216
DL,676,LAX,JFK,2236,646
DL,677,LAS,ATL,659,1345
DL,678,SEA,DTW,1509,2158
DL,679,JFK,SFO,1606,1956
DL,680,JFK,SFO,1054,1422
DL,680,SFO,JFK,1555,11
DL,681,MIA,MCO,2022,2125
DL,682,ATL,SMF,1947,2138
DL,683,JFK,SAN,830,1125
DL,683,SAN,JFK,1250,2129
DL,684,JFK,PDX,1955,2320
DL,685,JFK,SAN,2056,2334
DL,686,MEM,ATL,1827,2034
DL,687,ATL,LAX,1557,1734
DL,688,JFK,SEA,1857,2209
DL,689,LAX,RDU,1115,1900
DL,691,LAS,ATL,1707,6
DL,692,LAX,AUS,1840,2322
DL,693,SFO,LAX,1840,1952
DL,694,DTW,LAX,2046,2229
DL,695,BOS,ATL,517,802
DL,697,SLC,JFK,1713,2337
DL,698,DTW,SLC,837,1032
DL,699,JFK,SEA,736,1036
DL,701,JFK,LAX,613,904
DL,702,SLC,BOS,1722,2348
DL,703,MSP,CVG,716,1001
DL,704,DEN,ATL,1128,1615
DL,705,SLC,JFK,2344,609
DL,706,ATL,DEN,1110,1219
DL,707,JFK,LAX,1907,2147
DL,708,LAX,DTW,1429,2138
DL,709,JFK,SAN,1755,2020
DL,709,SAN,JFK,2232,642
DL,710,LGA,DEN,1839,2045
DL,711,ATL,LAS,1910,2012
DL,712,ATL,SAN,2100,2223
DL,713,JFK,LAX,843,1130
DL,714,CMH,MSP,1927,2021
DL,714,MSP,CMH,1549,1831
DL,715,LAX,ATL,1417,2122
DL,716,DEN,LGA,1824,2351
DL,716,LGA,DEN,1406,1636
DL,718,LAX,MCO,1646,24
DL,719,ATL,IAD,1247,1415
DL,719,IAD,ATL,1524,1706
DL,720,ATL,SBA,1917,2059
DL,721,SNA,ATL,746,1459
DL,722,LAS,ATL,2349,632
DL,724,DEN,ATL,1323,1812
DL,725,ATL,SAN,814,935
DL,725,SAN,ATL,1103,1833
DL,726,ATL,BOS,1339,1602
DL,727,ATL,SEA,1948,2227
DL,728,DTW,SEA,1251,1442
DL,729,SAN,ATL,613,1330
DL,731,SAN,ATL,1232,1947
DL,732,LAS,DTW,1140,1827
DL,733,LAX,DTW,525,1250
DL,734,DTW,SEA,831,1034
DL,735,SBA,ATL,723,1432
DL,736,CVG,MSP,1056,1150
DL,737,ATL,DCA,1109,1247
DL,737,DCA,ATL,1357,1548
DL,738,JFK,LAX,1612,1858
DL,739,AUS,SEA,1422,1704
DL,739,SEA,AUS,713,1305
DL,740,JFK,SEA,1640,1944
DL,741,SMF,ATL,659,1420
DL,742,JFK,LAX,712,1003
DL,744,ATL,TRI,1324,1417
DL,744,TRI,ATL,1505,1621
DL,745,FLL,SLC,718,1011
DL,746,ATL,DEN,1918,2020
DL,747,JFK,LAX,1423,1703
DL,748,SFO,JFK,2257,721
DL,749,LAX,TPA,1048,1827
DL,750,SFO,ATL,2241,559
DL,751,LGA,DEN,651,858
DL,752,JFK,LAX,2140,24
DL,753,ATL,LAX,1410,1541
DL,754,SAN,DTW,610,1335
DL,755,LAS,ATL,555,1247
DL,756,MSP,SFO,1544,1742
DL,758,SEA,DTW,1149,1854
DL,759,ATL,TPA,1500,1613
DL,759,TPA,ATL,1722,1847
DL,760,BOS,DFW,728,1043
DL,760,DFW,BOS,1153,1632
DL,761,ONT,ATL,658,1359
DL,762,SAN,ATL,715,1422
DL,763,LGA,TPA,1425,1717
DL,764,SAN,DTW,2211,516
DL,765,DTW,SLC,1734,1915
DL,766,DTW,LAS,1615,1723
DL,767,JFK,LAX,935,1225
DL,768,LAX,BNA,810,1358
DL,771,JFK,LAX,1657,1939
DL,772,SFO,DTW,520,1231
DL,773,JFK,LAX,1205,1426
DL,774,ATL,SEA,954,1213
DL,775,ATL,CLE,1131,1315
DL,776,BOS,MIA,1522,1906
DL,777,ATL,LAS,812,933
DL,777,LAS,ATL,1111,1756
DL,778,JFK,LAS,1830,2046
DL,779,ATL,ONT,2145,2304
DL,780,AUS,SEA,618,844
DL,781,JFK,LAS,2112,2322
DL,782,LAX,ATL,710,1417
DL,783,LAX,ATL,2143,441
DL,784,JFK,PHX,2119,2346
DL,786,CLE,ATL,1412,1554
DL,787,ATL,GEG,948,1126
DL,787,GEG,ATL,1239,1951
DL,788,DTW,SAT,833,1038
DL,791,JFK,PHX,812,1023
DL,791,PHX,JFK,1159,2001
DL,792,LAX,MSP,612,1136
DL,794,DTW,LAX,829,1040
DL,795,JFK,LAS,715,937
DL,795,LAS,JFK,1120,1916
DL,796,ATL,PHX,1117,1214
DL,796,PHX,ATL,1328,1956
DL,798,JFK,PHX,1700,1859
DL,799,LAX,MSP,904,1433
DL,800,FLL,LAX,802,1025
DL,801,ATL,BWI,918,1050
DL,801,BWI,ATL,1155,1343
DL,802,LAX,DTW,1148,1918
DL,803,DFW,SEA,1523,1759
DL,803,SEA,DFW,836,1420
DL,804,DFW,SEA,754,1014
DL,805,ORD,SLC,1706,1931
DL,806,JFK,LAS,1654,1904
DL,807,JFK,LAS,1133,1404
DL,807,LAS,JFK,1533,2341
DL,808,TPA,DTW,609,838
DL,809,ATL,SJC,915,1121
DL,809,SJC,ATL,1827,142
DL,810,SEA,DTW,2311,618
DL,811,LAX,MIA,920,1722
DL,812,SEA,DTW,559,1304
DL,813,DTW,PHX,1238,1329
DL,814,ATL,SEA,1616,1843
DL,815,SEA,BNA,1754,2
DL,816,ATL,PDX,849,1109
DL,818,ATL,DFW,2250,2359
DL,819,SAN,ATL,2239,547
DL,82,MEM,ATL,1152,1407
DL,820,DCA,SLC,1745,2021
DL,820,SLC,DCA,1009,1635
DL,821,ATL,BOS,1548,1808
DL,822,LAS,RDU,2246,556
DL,823,ATL,SFO,1457,1718
DL,825,ATL,LAS,2118,2236
DL,827,ATL,LAX,708,901
DL,829,SLC,LAX,1112,1210
DL,830,ATL,SLC,825,1028
DL,832,ATL,DCA,1820,1952
DL,834,ATL,LAS,701,817
DL,835,BOS,DFW,1916,2201
DL,836,ATL,PHX,1905,1956
DL,837,ATL,HNL,1010,1346
DL,838,ATL,PBI,1415,1553
DL,838,PBI,ATL,1652,1844
DL,839,ATL,DFW,702,901
DL,839,DFW,ATL,954,1246
DL,840,DEN,ATL,1631,2111
DL,841,SLC,LAX,1557,1652
DL,843,ATL,SAN,1408,1529
DL,844,DEN,JFK,1720,2253
DL,845,ATL,SLC,2221,17
DL,846,DFW,LGA,1913,2340
DL,846,LGA,DFW,1558,1828
DL,847,SLC,IAD,1747,2338
DL,848,SEA,AUS,1748,2334
DL,849,ATL,BOS,816,1030
DL,850,ATL,DCA,1545,1711
DL,852,ATL,MEM,1645,1656
DL,853,ANC,SEA,548,1036
DL,854,DFW,JFK,1333,1757
DL,855,ATL,BOS,1010,1228
DL,856,DFW,LGA,1525,1953
DL,856,LGA,DFW,1122,1405
DL,857,LAS,ATL,55,733
DL,859,BOS,SLC,614,934
DL,860,LGA,DFW,1908,2142
DL,861,IND,LAX,713,853
DL,862,ATL,BOS,1132,1357
DL,863,JFK,SLC,1845,2139
DL,864,LAS,DTW,559,1249
DL,865,ATL,BOS,2248,113
DL,866,DTW,MIA,1239,1535
DL,866,MIA,DTW,1639,1944
DL,867,LAX,MCO,1034,1822
DL,868,MSP,SEA,823,1005
DL,869,DFW,LGA,1707,2139
DL,869,LGA,DFW,1302,1548
DL,870,SEA,DFW,1758,2345
DL,871,SLC,SEA,1802,1904
DL,872,LGB,SLC,741,1044
DL,873,LGA,DFW,940,1243
DL,874,ATL,BOI,1147,1408
DL,875,SLC,ATL,1520,2055
DL,876,DFW,LGA,1254,1730
DL,877,MSP,SEA,1504,1644
DL,878,DFW,LGA,951,1414
DL,878,LGA,DFW,554,846
DL,8783,ATL,MEM,929,938
DL,8783,MEM,ATL,1043,1309
DL,8784,DTW,MSY,1241,1407
DL,8784,MSY,DTW,1524,1842
DL,879,PDX,ATL,1214,1936
DL,8791,MSY,SLC,1525,1800
DL,8791,SLC,MSY,1007,1422
DL,8793,ATL,LEX,938,1041
DL,8794,LEX,ATL,1202,1324
DL,8795,MSY,SLC,1928,2203
DL,8795,SLC,MSY,1406,1809
DL,880,MKE,ATL,1212,1500
DL,881,MSP,SEA,1834,2033
DL,8816,ATL,BHM,911,852
DL,8816,BHM,ATL,1010,1204
DL,8818,ATL,CMH,808,943
DL,8818,CMH,ATL,1045,1217
DL,882,SLC,ATL,952,1519
DL,883,DTW,LAX,1824,2003
DL,885,SLC,ATL,1117,1646
DL,886,TUS,ATL,616,1238
DL,887,JFK,SLC,1633,1930
DL,888,ATL,PDX,1929,2142
DL,889,MSP,SEA,1054,1244
DL,890,RDU,MIA,755,953
DL,891,BNA,LAX,802,1020
DL,892,JFK,SLC,557,902
DL,893,DFW,ATL,653,953
DL,894,ATL,SAN,1051,1209
DL,895,ATL,LAX,1302,1429
DL,897,SLC,ATL,806,1343
DL,898,ATL,LAX,950,1110
DL,899,LAX,ATL,2246,557
DL,901,PHX,ATL,710,1335
DL,902,SFO,SLC,1417,1648
DL,902,SLC,SFO,1221,1321
DL,904,ATL,SMF,834,1032
DL,905,SLC,ATL,1822,2351
DL,906,SLC,ATL,1413,1940
DL,907,SLC,ATL,701,1226
DL,908,DTW,LAX,1630,1805
DL,909,LAX,IND,2329,610
DL,912,SLC,ATL,2320,444
DL,913,DTW,LAX,1245,1425
DL,914,LAX,MSP,1334,1854
DL,915,LAX,JFK,2344,752
DL,916,ATL,SFO,823,1028
DL,917,JFK,SLC,1123,1432
DL,918,PHX,ATL,555,1221
DL,919,ATL,LAS,1950,2107
DL,920,SFO,SLC,1046,1313
DL,920,SLC,SFO,838,953
DL,921,ATL,DFW,1354,1505
DL,922,ANC,SEA,1403,1820
DL,922,SEA,ANC,1018,1303
DL,923,BOS,ATL,657,952
DL,924,LAS,JFK,2227,604
DL,925,ANC,SEA,21,453
DL,926,ATL,DCA,711,900
DL,927,SLC,LGB,2030,2121
DL,928,ANC,SEA,,
DL,928,SEA,ANC,1324,1602
DL,929,PHX,ATL,2329,601
DL,931,SEA,ANC,1934,2226
DL,932,ATL,STL,1106,1143
DL,932,STL,ATL,1251,1513
DL,934,LAX,JFK,554,1409
DL,935,DTW,SLC,1217,1357
DL,936,SEA,ANC,2120,20
DL,937,ATL,TUS,1110,1153
DL,937,TUS,ATL,1308,1945
DL,938,LAX,JFK,1638,39
DL,939,LAX,JFK,1032,1904
DL,940,PHX,BOS,2250,635
DL,941,SEA,MSP,1147,1648
DL,942,SEA,MSP,851,1346
DL,943,SEA,MSP,558,1107
DL,944,DTW,SEA,1559,1759
DL,945,ATL,LAS,1009,1130
DL,945,LAS,ATL,1232,1919
DL,946,AUS,LAX,1244,1350
DL,947,ATL,SAN,943,1117
DL,948,DFW,LAX,1635,1747
DL,949,SEA,MSP,1830,2333
DL,950,ATL,DCA,1634,1800
DL,951,LAX,JFK,1143,2025
DL,952,MEM,ATL,1616,1823
DL,953,SEA,MSP,23,525
DL,954,ATL,PDX,1115,1334
DL,956,ATL,DEN,2228,2330
DL,957,DEN,ATL,800,1241
DL,958,LAX,JFK,931,1742
DL,959,ATL,PBI,1832,2009
DL,960,LAX,JFK,2108,511
DL,961,ATL,DFW,854,1005
DL,961,DFW,ATL,1119,1420
DL,962,ATL,TRI,1935,2031
DL,963,BOS,ATL,1544,1832
DL,964,CVG,SEA,1811,2008
DL,965,DTW,ATL,823,1029
DL,966,MCO,MIA,1810,1911
DL,967,BOS,ATL,908,1155
DL,968,LGA,ATL,1746,2006
DL,969,LGA,ATL,1811,2030
DL,970,LGA,ATL,1903,2129
DL,971,ATL,BOS,2104,2339
DL,972,LAX,JFK,1424,2228
DL,973,BOS,ATL,1024,1313
DL,974,LGA,ATL,1453,1709
DL,975,LGA,ATL,2027,2244
DL,976,SLC,JFK,1030,1645
DL,977,BOS,SFO,740,1114
DL,977,SFO,BOS,1305,2125
DL,978,LAS,ATL,1359,2044
DL,979,LAX,JFK,709,1523
DL,986,AUS,LAX,1714,1823
DL,986,LAX,AUS,1050,1609
DL,988,LGA,ATL,1356,1602
DL,989,LGA,ATL,956,1235
DL,990,LGA,ATL,1157,1418
DL,991,LAX,JFK,1258,2117
DL,992,LGA,ATL,940,1207
DL,993,LGA,ATL,1054,1313
DL,994,LGA,ATL,1300,1525
DL,995,ATL,DEN,852,959
DL,996,ATL,SFO,1828,2044
DL,998,MCO,DTW,556,850
DL,999,LGA,DTW,1732,1915
F9,1007,BOS,CVG,954,1213
F9,1008,CVG,BOS,702,901
F9,1016,PHL,SJU,711,1051
F9,1026,LAS,PHX,1540,1651
F9,1033,CVG,PNS,1321,1406
F9,1034,PNS,CVG,1524,1805
F9,1037,PHL,CLE,652,821
F9,1038,CLE,PHL,944,1110
F9,1039,RDU,MCO,1247,1430
F9,1040,MCO,RDU,552,730
F9,1047,CVG,FLL,710,945
F9,1048,FLL,CVG,1115,1352
F9,1051,DFW,LAS,1947,2042
F9,1061,PHX,LAX,1703,1822
F9,1062,LAX,PHX,1456,1614
F9,1069,CVG,IAH,722,845
F9,1079,BWI,ATL,921,1128
F9,1085,MCO,PHX,701,848
F9,1086,PHX,MCO,2344,641
F9,1093,DEN,SFO,1345,1536
F9,1105,LAS,PDX,1441,1655
F9,1106,PDX,LAS,1811,2023
F9,1108,ORD,ATL,1732,2119
F9,1110,ONT,DEN,622,927
F9,1112,MCO,CLT,1939,2137
F9,1113,TPA,DEN,659,850
F9,1114,DEN,TPA,2353,506
F9,1116,LAS,ATL,2326,616
F9,1117,BQN,MCO,1639,1937
F9,1119,GRR,DEN,1519,1618
F9,1123,IAH,LAS,1352,1503
F9,1124,PHX,DEN,1558,1850
F9,1126,ONT,LAS,1835,1945
F9,1127,OMA,DEN,1444,1551
F9,1128,DEN,OMA,1123,1353
F9,1129,HOU,DEN,1309,1450
F9,1130,CLE,MCO,1813,2041
F9,1131,BWI,MCO,1908,2129
F9,1133,ATL,MDW,2100,2204
F9,1134,DEN,ORD,1524,1911
F9,1139,RDU,CLE,1548,1723
F9,1143,SAN,SFO,1321,1459
F9,1144,SFO,SAN,1552,1724
F9,1145,CVG,LAS,1448,1552
F9,1147,CLE,DFW,1721,1929
F9,1149,MSP,DEN,554,652
F9,1150,DEN,MSP,1857,2148
F9,1151,ELP,LAS,1121,1218
F9,1153,DFW,DEN,1834,1951
F9,1155,DEN,SLC,1703,1838
F9,1157,PHX,SJC,1212,1359
F9,1158,SJC,PHX,1509,1706
F9,1159,ONT,SFO,1614,1759
F9,1160,SFO,ONT,1841,1958
F9,1162,DEN,HOU,815,1153
F9,1165,SJU,PHL,2215,204
F9,1175,DEN,SEA,552,800
F9,1176,SEA,DEN,2143,123
F9,1185,TPA,MDW,2150,2327
F9,1186,MDW,TPA,1724,2046
F9,1203,PHL,MIA,1926,2222
F9,1204,MIA,PHL,1518,1823
F9,1228,DEN,MDW,1825,2140
F9,1230,SFO,DEN,553,906
F9,1233,RDU,MCO,2228,9
F9,1234,MCO,RDU,1010,1151
F9,1243,BUF,TPA,2059,2330
F9,1244,TPA,BUF,1627,2006
F9,1248,DEN,GRR,954,1442
F9,1261,DEN,ONT,559,719
F9,1263,DTW,ATL,1015,1222
F9,1264,ATL,DTW,726,923
F9,1280,DEN,MIA,558,1131
F9,1283,LAS,ONT,552,649
F9,1287,CLE,SRQ,1834,2101
F9,1288,SRQ,CLE,2208,41
F9,1291,MSP,DEN,2249,1
F9,1303,TPA,CVG,558,758
F9,1305,BDL,ATL,1527,1801
F9,1306,ATL,BDL,1206,1419
F9,1324,DEN,DFW,510,755
F9,1325,LAS,SAN,1417,1539
F9,1326,SAN,LAS,1407,1519
F9,1327,PHL,CLT,1353,1546
F9,1334,DFW,TPA,549,911
F9,1339,SAN,SJC,810,943
F9,1340,SJC,SAN,1153,1337
F9,1357,LAS,ONT,1414,1519
F9,1358,ONT,LAS,1213,1314
F9,1361,CLT,DEN,2117,2307
F9,1362,DEN,CLT,1511,2019
F9,1369,MCO,GRR,1520,1755
F9,1370,GRR,MCO,1845,2113
F9,1375,DEN,PHX,648,747
F9,1376,PHX,DEN,607,851
F9,1384,CLT,PHL,1534,1816
F9,1401,BNA,DEN,1031,1225
F9,1402,DEN,BNA,554,933
F9,1406,ONT,DFW,1024,1508
F9,1417,MCO,IAH,836,1008
F9,1439,SLC,PHX,1603,1642
F9,1440,PHX,SLC,1238,1522
F9,1441,ATL,ORD,951,1119
F9,1443,MIA,CVG,504,731
F9,1444,CVG,MIA,841,1108
F9,1445,CLT,MCO,2237,24
F9,1446,MCO,CLT,721,900
F9,1447,ATL,SFO,1951,2208
F9,1448,SFO,ATL,2322,654
F9,1449,ATL,DEN,2007,2113
F9,1450,DEN,ATL,1403,1851
F9,1457,MCO,MDW,1153,1343
F9,1458,MDW,MCO,1441,1811
F9,1469,LAS,SAN,650,803
F9,1470,SAN,LAS,2125,2244
F9,1471,CLE,PHX,1558,1707
F9,1473,PHL,TPA,457,738
F9,1474,TPA,PHL,1657,1924
F9,1475,BWI,DFW,1042,1301
F9,1476,DFW,BWI,559,957
F9,1481,MCO,DFW,455,625
F9,1482,DFW,MCO,824,1207
F9,1484,DEN,ORD,453,818
F9,1491,CLE,TPA,1320,1539
F9,1492,TPA,CLE,550,817
F9,1499,DEN,ONT,2303,29
F9,1507,SLC,LAS,1256,1336
F9,1508,LAS,SLC,715,941
F9,1517,PHL,RDU,1315,1434
F9,1518,RDU,PHL,2023,2131
F9,1540,IND,MCO,2302,111
F9,1542,MCO,PHL,450,731
F9,1543,RSW,CLE,946,1231
F9,1544,CLE,RSW,605,848
F9,1545,RSW,CLE,1324,1603
F9,1546,CLE,RSW,1814,2050
F9,1554,MCO,RDU,1540,1721
F9,1555,CLT,MCO,1200,1350
F9,1556,MCO,CLT,1544,1726
F9,1559,MSN,DEN,1622,1739
F9,1560,DEN,MSN,1218,1524
F9,1563,MCO,ATL,804,959
F9,1564,ATL,MCO,758,925
F9,1566,CVG,MCO,1927,2127
F9,1571,PHX,SAN,1746,1900
F9,1577,PHL,RSW,1728,2029
F9,1578,RSW,PHL,2121,2355
F9,1595,ATL,ORD,2211,2311
F9,1596,ORD,ATL,553,850
F9,1607,MKE,DEN,1227,1359
F9,1608,DEN,MKE,814,1133
F9,1617,PHL,MDW,932,1038
F9,1618,MDW,PHL,1846,2142
F9,1650,LAS,DFW,256,741
F9,1653,MCO,SAT,759,1004
F9,1654,SAT,MCO,1104,1431
F9,1665,BWI,MIA,2029,2311
F9,1666,MIA,BWI,549,822
F9,1667,TPA,CVG,1138,1344
F9,1668,CVG,TPA,840,1044
F9,1669,RDU,ATL,1536,1714
F9,1670,ATL,RDU,1805,1922
F9,1677,DSM,DEN,1823,1913
F9,1678,DEN,DSM,1452,1728
F9,1681,ISP,MYR,1043,1242
F9,1682,MYR,ISP,815,957
F9,1684,MCO,BDL,609,848
F9,1685,BDL,RDU,1251,1441
F9,1686,RDU,BDL,1017,1155
F9,1691,BUF,MCO,1243,1516
F9,1692,MCO,BUF,1617,1856
F9,1699,LAS,SNA,1102,1213
F9,1700,SNA,LAS,1747,1848
F9,1713,MCO,CVG,942,1145
F9,1714,CVG,MCO,623,838
F9,1719,PHX,SNA,717,842
F9,1720,SNA,PHX,918,1024
F9,1723,PHX,SEA,934,1255
F9,1724,SEA,PHX,,
F9,1725,SJU,PHL,1150,1540
F9,1733,MCO,DEN,604,807
F9,1734,DEN,MCO,16,539
F9,1736,PHX,MDW,1736,2304
F9,1749,MCO,CVG,1802,2020
F9,1750,CVG,MCO,2122,2315
F9,1752,DEN,CVG,1938,4
F9,1757,CVG,DFW,1631,1758
F9,1759,CLT,MCO,951,1135
F9,1769,DFW,SAN,1357,1457
F9,1781,PHL,SRQ,545,824
F9,1782,SRQ,PHL,935,1211
F9,1783,BNA,DEN,1835,2020
F9,1784,DEN,BNA,1402,1746
F9,1785,RDU,MCO,1825,2012
F9,1789,DEN,PDX,757,949
F9,1790,PDX,DEN,558,914
F9,1792,PIT,PHL,1447,1553
F9,1793,PHL,PIT,1254,1404
F9,1807,PHL,MCO,824,1051
F9,1811,PWM,RDU,1324,1532
F9,1812,RDU,PWM,1046,1254
F9,1815,AUS,DEN,942,1058
F9,1816,DEN,AUS,527,822
F9,1819,DEN,PHX,1009,1111
F9,1820,PHX,DEN,847,1139
F9,1823,SJU,MCO,237,533
F9,1828,PHX,ORD,1612,2123
F9,1829,ORD,PHX,2251,29
F9,1831,CLE,TPA,2015,2226
F9,1832,TPA,CLE,1647,1916
F9,1845,ATL,CVG,1537,1649
F9,1846,CVG,ATL,1230,1445
F9,1850,SFO,LAS,21,145
F9,1863,OKC,DEN,1337,1439
F9,1864,DEN,OKC,959,1237
F9,1871,JFK,ATL,1734,2015
F9,1872,ATL,JFK,1317,1536
F9,1875,MCO,LAS,818,1004
F9,1876,LAS,MCO,2308,629
F9,1887,MDW,DFW,615,846
F9,1888,DFW,MDW,936,1154
F9,1892,CVG,TPA,1503,1710
F9,1893,PHL,CVG,1208,1354
F9,1894,CVG,PHL,1454,1630
F9,1895,PHX,LAS,2206,2325
F9,1915,MCO,CLE,454,727
F9,1916,CLE,MCO,840,1105
F9,1918,DEN,CLE,1543,2030
F9,1951,MCO,DFW,1756,2001
F9,1952,DFW,MCO,1435,1811
F9,1954,MCO,BQN,1259,1535
F9,1961,DFW,LAS,1154,1303
F9,1966,LAS,IAH,1034,1557
F9,1977,BOS,MCO,557,925
F9,1978,MCO,BOS,2120,20
F9,1991,OKC,LAS,1129,1220
F9,1992,LAS,OKC,554,1047
F9,1993,DEN,LAS,1024,1127
F9,1994,LAS,DEN,51,339
F9,2013,TTN,MCO,1124,1358
F9,2014,MCO,TTN,803,1036
F9,2015,DEN,LAS,735,851
F9,2016,LAS,DEN,936,1243
F9,2018,LAS,STL,1630,2135
F9,2021,PHL,DTW,1612,1800
F9,2022,DTW,PHL,1852,2038
F9,2041,MCO,ORD,1459,1704
F9,2049,MCO,ATL,1026,1201
F9,2059,PHL,RDU,750,921
F9,2069,LAS,SMF,553,726
F9,2071,PHL,RDU,2026,2227
F9,2072,RDU,PHL,2307,18
F9,2073,ONT,SMF,813,932
F9,2074,SMF,ONT,1531,1647
F9,2083,PHX,SAN,735,849
F9,2084,SAN,PHX,1956,2117
F9,2107,FSD,DEN,2006,2044
F9,2108,DEN,FSD,1643,1913
F9,2111,PHL,ORD,600,732
F9,2112,ORD,PHL,838,1140
F9,2141,DEN,PHX,1423,1518
F9,2142,PHX,DEN,1922,2206
F9,2143,ATL,MDW,943,1042
F9,2144,MDW,ATL,1256,1602
F9,2145,ORD,LAS,1238,1433
F9,2146,LAS,ORD,555,1139
F9,2147,DFW,DEN,913,1009
F9,2148,DEN,DFW,1839,2157
F9,2173,FLL,ATL,1955,2218
F9,2174,ATL,FLL,1715,1907
F9,2211,DTW,DEN,2200,2307
F9,2212,DEN,DTW,1558,2036
F9,2225,RDU,DEN,1350,1527
F9,2226,DEN,RDU,719,1235
F9,2249,SJU,MCO,921,1215
F9,2250,MCO,SJU,523,808
F9,2257,PHX,LAS,500,607
F9,2260,PDX,PHX,2156,41
F9,2261,DEN,ELP,1052,1227
F9,2262,ELP,DEN,1336,1525
F9,2263,LAS,LAX,1851,2021
F9,2264,LAX,LAS,1544,1702
F9,2272,ATL,MIA,819,1015
F9,2283,SJU,MIA,1041,1327
F9,2284,MIA,SJU,641,907
F9,2289,SYR,MCO,1900,2147
F9,2290,MCO,SYR,1523,1758
F9,2291,ATL,MDW,1703,1756
F9,2292,MDW,ATL,2302,153
F9,2297,PHL,ATL,1703,1910
F9,2298,ATL,PHL,1426,1615
F9,2310,MCO,BWI,1549,1800
F9,2329,MDW,LAS,2256,107
F9,2330,LAS,MDW,1615,2149
F9,2339,PHL,TPA,1915,2205
F9,2341,DEN,LAX,600,731
F9,2342,LAX,DEN,1650,2027
F9,2343,RDU,DFW,1142,1353
F9,2347,IND,DEN,1212,1248
F9,2348,DEN,IND,708,1122
F9,2350,LAS,DEN,1041,1329
F9,2355,SAT,DEN,2011,2158
F9,2356,DEN,SAT,1623,1924
F9,2359,MSY,DEN,1053,1250
F9,2360,DEN,MSY,628,957
F9,2387,PHL,CLT,451,631
