OP_CARRIER,OP_CARRIER_FL_NUM,ORIGIN,DEST,DEP_TIME,ARR_TIME
OO,3837,SBN,DTW,811,916
OO,3838,MSP,OMA,1305,1413
OO,3839,SLC,HLN,2056,2207
OO,3840,SEA,SJC,1338,1620
OO,3841,SEA,SFO,1325,1610
OO,3841,SFO,SEA,1700,1909
OO,3842,LAX,SJC,1350,1509
OO,3842,SJC,LAX,1551,1706
OO,3843,GRB,MSP,1707,1833
OO,3843,MSP,GRB,1414,1524
OO,3844,OKC,MSP,716,921
OO,3845,SLC,GTF,2105,2226
OO,3846,LAX,TUS,1941,2119
OO,3847,MSP,GTF,1840,2014
OO,3848,DTW,ELM,1544,1657
OO,3848,ELM,DTW,1728,1836
OO,3850,DTW,GRB,2045,2059
OO,3851,MSP,RAP,1013,1048
OO,3851,RAP,MSP,1141,1407
OO,3852,FWA,MSP,952,1029
OO,3854,DTW,GRB,1629,1647
OO,3855,SEA,EUG,1927,2034
OO,3856,PIH,SLC,620,714
OO,3857,GEG,SEA,1427,1541
OO,3857,SEA,GEG,1242,1340
OO,3858,DTW,MDW,834,848
OO,3859,GTF,SLC,1137,1318
OO,3859,SLC,GTF,924,1048
OO,3860,MSP,RST,2140,2210
OO,3861,ATW,MSP,1609,1715
OO,3861,MSP,ATW,1416,1518
OO,3862,GTF,SLC,624,741
OO,3863,ORD,JFK,705,1017
OO,3864,SLC,BUR,2057,2149
OO,3867,DTW,MDW,1216,1225
OO,3867,MDW,DTW,1304,1515
OO,3869,DTW,MDW,1644,1653
OO,3869,MDW,DTW,1735,1939
OO,3870,SLC,TWF,1723,1811
OO,3873,SEA,LWS,1941,2046
OO,3874,OMA,SLC,821,1000
OO,3875,DTW,IND,827,932
OO,3875,IND,DTW,1024,1131
OO,3876,SEA,TUS,930,1230
OO,3877,ORF,DTW,1826,2014
OO,3878,GFK,MSP,457,614
OO,3879,DTW,IND,1210,1314
OO,3879,IND,DTW,1358,1508
OO,3880,HLN,SLC,1323,1451
OO,3880,SLC,HLN,1056,1208
OO,3882,OKC,SLC,1316,1458
OO,3882,SLC,OKC,915,1221
OO,3883,LAX,SJC,1831,1938
OO,3884,RIC,DTW,557,747
OO,3885,LAS,SMF,1228,1400
OO,3886,MSP,SBN,1805,2018
OO,3887,SLC,MSO,2136,2253
OO,3888,DTW,IAD,2128,2300
OO,3890,MSP,GFK,2134,2247
OO,3892,ICT,MSP,732,924
OO,3894,LAX,PHX,1356,1525
OO,3895,IDA,SLC,1900,1948
OO,3895,SLC,IDA,1716,1811
OO,3896,SLC,OMA,1352,1650
OO,3898,DTW,MEM,2129,2212
OO,3899,PDX,SEA,1739,1900
OO,3899,SEA,PDX,1558,1703
OO,3900,DTW,SBN,2023,2116
OO,3901,HLN,SLC,558,728
OO,3902,LAX,SJC,1050,1205
OO,3903,OAK,SLC,1745,2024
OO,3903,SLC,OAK,1506,1605
OO,3904,RST,MSP,518,556
OO,3905,DTW,ORF,1034,1222
OO,3905,ORF,DTW,1306,1459
OO,3906,MKE,DTW,653,859
OO,3907,MSP,DLH,2150,2234
OO,3908,DTW,GRR,1607,1651
OO,3908,GRR,DTW,1732,1826
OO,3909,DTW,AZO,2134,2217
OO,3911,AGS,ATL,1001,1104
OO,3911,ATL,AGS,816,908
OO,3912,DLH,MSP,1548,1638
OO,3913,SEA,PDX,1742,1840
OO,3914,ALB,DTW,1319,1523
OO,3914,DTW,ALB,1011,1149
OO,3915,DTW,MBS,1009,1101
OO,3915,MBS,DTW,1141,1226
OO,3916,ELM,DTW,555,719
OO,3917,DTW,FWA,2049,2137
OO,3918,DTW,GRR,1220,1308
OO,3918,GRR,DTW,1357,1445
OO,3919,AZO,DTW,1857,1939
OO,3919,DTW,AZO,1737,1830
OO,3920,GRB,MSP,1152,1254
OO,3920,MSP,GRB,1005,1109
OO,3921,DTW,PIT,1215,1313
OO,3921,PIT,DTW,1358,1501
OO,3922,DLH,MSP,1051,1135
OO,3922,MSP,DLH,912,1004
OO,3923,MSP,SDF,1528,1820
OO,3923,SDF,MSP,1909,2013
OO,3924,DTW,SYR,1555,1714
OO,3925,AUS,MAF,1959,2117
OO,3926,DTW,PVD,952,1158
OO,3926,PVD,DTW,1255,1449
OO,3927,DTW,MQT,1623,1750
OO,3927,MQT,DTW,1837,1942
OO,3928,IAD,JFK,1653,1832
OO,3930,DLH,MSP,516,605
OO,3931,JFK,BNA,1921,2042
OO,3932,SJC,SLC,1735,2017
OO,3933,ONT,SLC,1653,1934
OO,3933,SLC,ONT,1536,1624
OO,3934,SYR,LGA,1756,1908
OO,3935,DTW,HSV,1218,1317
OO,3935,HSV,DTW,1357,1638
OO,3936,DTW,ELM,2135,2242
OO,3938,SDF,MSP,700,815
OO,3939,ABY,ATL,752,908
OO,3940,COS,SLC,816,1008
OO,3942,BIS,MSP,1556,1704
OO,3942,MSP,BIS,1345,1516
OO,3944,IDA,SLC,1253,1349
OO,3944,SLC,IDA,1111,1212
OO,3945,BNA,AUS,1844,2051
OO,3946,CLE,DTW,650,739
OO,3947,ATL,XNA,1430,1520
OO,3947,XNA,ATL,1600,1846
OO,3949,SEA,PDX,1018,1133
OO,3950,DTW,TVC,1602,1700
OO,3950,TVC,DTW,1747,1843
OO,3951,LAX,PHX,1102,1230
OO,3951,PHX,LAX,1313,1433
OO,3952,DTW,MDT,2113,2220
OO,3954,SEA,MFR,2130,2249
OO,3956,DTW,LAN,1755,1834
OO,3956,LAN,DTW,1904,1947
OO,3957,JFK,BNA,1553,1713
OO,3958,PSC,SLC,1223,1454
OO,3958,SLC,PSC,1057,1143
OO,3959,BOI,SEA,1715,1758
OO,3959,SEA,BOI,1359,1638
OO,3960,RST,MSP,1614,1659
OO,3961,FWA,DTW,805,909
OO,3962,MBS,DTW,550,651
OO,3963,ATL,BQK,944,1052
OO,3963,BQK,ATL,1127,1251
OO,3964,DTW,MBS,1606,1657
OO,3965,ABY,ATL,1530,1639
OO,3965,ATL,ABY,1350,1440
OO,3967,LAS,SAN,857,1025
OO,3968,LGA,BTV,2207,2337
OO,3969,LAX,SJC,1609,1716
OO,3970,DTW,PIT,838,946
OO,3970,PIT,DTW,1021,1115
OO,3971,DTW,MKE,2042,2055
OO,3972,PSC,SEA,456,601
OO,3973,SLC,SUN,1115,1223
OO,3974,MDT,DTW,605,736
OO,3975,ATW,MSP,550,654
OO,3976,DTW,HPN,1002,1152
OO,3976,HPN,DTW,1231,1431
OO,3977,LEX,DTW,610,745
OO,3978,MSP,SDF,956,1254
OO,3978,SDF,MSP,1325,1424
OO,3979,SJC,LAX,726,839
OO,3980,AZO,DTW,626,735
OO,3982,OMA,LGA,1334,1735
OO,3983,DTW,CLE,2119,2209
OO,3984,GRB,DTW,650,857
OO,3985,SLC,SUN,2049,2137
OO,3986,AZO,DTW,1256,1339
OO,3986,DTW,AZO,1018,1106
OO,3987,BNA,JFK,704,1026
OO,3990,JFK,IAD,1116,1226
OO,3991,RAP,MSP,556,831
OO,3992,PSC,SEA,1126,1231
OO,3992,SEA,PSC,936,1036
OO,3994,SEA,SJC,1903,2126
OO,3995,CVG,AUS,815,949
OO,3996,IAD,MSP,623,758
OO,3998,LGA,OKC,1815,2056
OO,3999,DTW,BHM,2047,2128
OO,4001,SAN,LAX,1059,1218
OO,4002,MSP,ATW,1939,2036
OO,4003,MSP,GRB,1942,2048
OO,4004,RDM,SLC,602,848
OO,4006,SLC,TUL,1407,1714
OO,4006,TUL,SLC,1821,2014
OO,4008,PDX,SEA,659,801
OO,4011,ATL,ASE,1027,1156
OO,4012,ABQ,SLC,1821,2014
OO,4012,SLC,ABQ,1559,1729
OO,4014,CLE,MSP,1611,1715
OO,4014,MSP,CLE,1245,1532
OO,4017,SEA,PSC,2303,1
OO,4018,LAX,SAN,844,954
OO,4019,SUN,SLC,1323,1418
OO,4021,MSP,RST,1224,1313
OO,4022,TUL,SLC,744,920
OO,4023,BTV,LGA,835,1020
OO,4024,MSP,OMA,2153,2304
OO,4026,AUS,HRL,1103,1215
OO,4026,HRL,AUS,1337,1501
OO,4027,SEA,ONT,1951,2238
OO,4029,OKC,SLC,839,1027
OO,4030,PSP,SLC,556,842
OO,4031,ONT,SEA,1755,2038
OO,4033,ATL,SBN,1459,1649
OO,4033,SBN,ATL,1729,1907
OO,4034,PDX,SEA,1033,1138
OO,4036,RDM,SEA,452,558
OO,4037,SUN,SLC,724,811
OO,4038,BIL,SLC,1130,1249
OO,4038,SLC,BIL,921,1033
OO,4039,CLE,DTW,1739,1827
OO,4040,MSP,SDF,1955,2241
OO,4041,MSP,CLE,823,1110
OO,4042,ONT,SEA,611,906
OO,4043,SEA,SMF,1743,1948
OO,4044,LGA,MKE,1821,1949
OO,4045,SLC,PSP,2050,2126
OO,4046,ATL,LFT,1152,1234
OO,4046,LFT,ATL,1304,1546
OO,4047,SLC,SJC,1519,1632
OO,4048,ATL,FWA,853,1028
OO,4048,FWA,ATL,1108,1246
OO,4049,SEA,PDX,855,946
OO,4050,LGA,MKE,1015,1200
OO,4052,SYR,DTW,1757,1918
OO,4053,MFE,AUS,1735,1900
OO,4054,SLC,TUS,2123,2202
OO,4055,DTW,OMA,827,920
OO,4055,OMA,DTW,1000,1255
OO,4056,ATL,ABY,1928,2014
OO,4057,PHX,LAX,619,743
OO,4059,DTW,GRB,1001,1021
OO,4059,GRB,DTW,1151,1353
OO,4060,LGA,ORF,1059,1246
OO,4060,ORF,LGA,1332,1449
OO,4063,DTW,CLE,1557,1645
OO,4064,BNA,JFK,1807,2137
OO,4065,PDX,SEA,1532,1622
OO,4065,SEA,PDX,1340,1451
OO,4066,BIS,MSP,1105,1215
OO,4066,MSP,BIS,848,1015
OO,4068,GEG,SEA,611,722
OO,4069,XNA,MSP,1140,1339
OO,4070,ONT,SEA,1109,1354
OO,4070,SEA,ONT,730,1021
OO,4073,MKE,JFK,728,1039
OO,4074,SMF,SEA,623,816
OO,4075,DTW,CHS,1006,1213
OO,4077,LAX,PHX,1905,2036
OO,4078,RDU,LGA,1436,1630
OO,4079,RDU,AUS,649,919
OO,4080,CLE,DTW,1011,1101
OO,4080,DTW,CLE,830,919
OO,4082,OMA,LGA,1726,2127
OO,4084,SLC,ABQ,957,1131
OO,4085,AUS,MAF,1025,1139
OO,4085,MAF,AUS,1231,1347
OO,4086,MSP,RAP,2148,2218
OO,4087,LAX,SAN,1657,1743
OO,4087,SAN,LAX,1836,1937
OO,4088,SJC,SEA,616,832
OO,4089,MEM,DTW,1713,2002
OO,4090,SEA,BOI,2056,2310
OO,4091,LAX,ABQ,1806,2057
OO,4092,DTW,TVC,1005,1114
OO,4092,TVC,DTW,1201,1302
OO,4093,ATL,FWA,1517,1650
OO,4093,FWA,ATL,1742,1915
OO,4094,DEN,SEA,1949,2212
OO,4095,ORD,JFK,1409,1725
OO,4097,ATL,SBN,947,1155
OO,4097,SBN,ATL,1241,1419
OO,4099,LAX,RNO,859,1019
OO,4099,RNO,LAX,1156,1326
OO,4100,MAF,AUS,521,629
OO,4102,BNA,JFK,1127,1452
OO,4102,JFK,BNA,918,1040
OO,4103,DTW,RIC,1003,1140
OO,4103,RIC,DTW,1223,1409
OO,4104,DTW,IAD,1553,1714
OO,4104,IAD,DTW,1757,1932
OO,4105,SYR,MSP,629,832
OO,4106,RNO,LAX,730,907
OO,4107,SBN,ATL,600,800
OO,4108,LAX,ABQ,950,1246
OO,4109,ATL,SBN,2001,2156
OO,4110,OMA,DTW,607,859
OO,4111,FWA,ATL,555,737
OO,4112,MSO,SLC,1132,1307
OO,4112,SLC,MSO,915,1039
OO,4114,RDU,AUS,1655,1905
OO,4115,ABQ,LAX,547,711
OO,4117,ATL,FWA,2009,2150
OO,4118,OKC,LGA,651,1111
OO,4119,LAX,PHX,746,907
OO,4119,PHX,LAX,959,1122
OO,4121,AUS,MFE,1535,1636
OO,4122,PWM,DTW,530,827
OO,4125,SEA,SMF,1018,1228
OO,4125,SMF,SEA,1328,1520
OO,4126,LAX,RNO,1520,1635
OO,4127,BOI,SEA,1342,1426
OO,4127,SEA,BOI,1024,1257
OO,4128,EUG,SEA,456,602
OO,4129,MSP,IAD,2003,2324
OO,4130,MOT,MSP,1601,1721
OO,4130,MSP,MOT,1343,1522
OO,4131,CLE,MSP,1146,1244
OO,4133,ASE,LAX,1243,1349
OO,4134,OAK,SLC,1241,1519
OO,4134,SLC,OAK,1104,1203
OO,4135,EUG,SLC,1248,1531
OO,4135,SLC,EUG,1104,1207
OO,4136,MOT,MSP,608,742
OO,4137,PVD,DTW,523,725
OO,4138,FAT,SLC,551,818
OO,4139,MSP,RAP,1345,1422
OO,4139,RAP,MSP,1458,1722
OO,4140,ATL,BQK,2111,2213
OO,4141,SEA,RDM,1748,1848
OO,4142,MSP,SYR,1944,2248
OO,4144,MOT,MSP,1141,1256
OO,4144,MSP,MOT,912,1047
OO,4145,GEG,SEA,1720,1844
OO,4145,SEA,GEG,1527,1628
OO,4146,BNA,AUS,739,952
OO,4148,LAX,BOI,1816,2103
OO,4149,EUG,SEA,1531,1644
OO,4149,SEA,EUG,1320,1439
OO,4150,MSP,DLH,1320,1418
OO,4151,PHX,LAX,1603,1742
OO,4152,SFO,SEA,1142,1405
OO,4153,AUS,RDU,857,1309
OO,4154,MSP,MOT,2139,2312
OO,4155,SEA,SFO,948,1217
OO,4155,SFO,SEA,1259,1509
OO,4159,DTW,ATW,2039,2053
OO,4163,AUS,BNA,1948,2155
OO,4164,AUS,BNA,756,958
OO,4166,ATW,DTW,1803,2012
OO,4166,DTW,ATW,1715,1730
OO,4167,MBS,DTW,1744,1828
OO,4168,SEA,DEN,1506,1857
OO,4169,MSP,MDW,1648,1822
OO,4170,SEA,SFO,854,1105
OO,4171,DTW,MDT,1548,1707
OO,4171,MDT,DTW,1746,1916
OO,4172,DTW,RIC,2130,2303
OO,4173,DTW,MBS,2111,2152
OO,4175,MFE,AUS,556,727
OO,4176,ATW,DTW,654,906
OO,4177,AUS,MFE,1039,1151
OO,4177,MFE,AUS,1241,1402
OO,4179,DTW,MEM,1531,1623
OO,4229,HIB,MSP,1038,1116
OO,4229,MSP,HIB,857,947
OO,4231,CIU,DTW,1152,1319
OO,4233,MSP,RHI,2008,2052
OO,4235,SGU,SLC,718,822
OO,4236,HIB,MSP,1722,1801
OO,4236,MSP,HIB,1548,1703
OO,4238,ABR,MSP,652,749
OO,4239,MSP,ESC,848,1101
OO,4241,ESC,DTW,1149,1258
OO,4242,MSP,CIU,845,1118
OO,4243,DTW,ESC,1222,1349
OO,4245,INL,MSP,1045,1131
OO,4245,MSP,INL,853,1001
OO,4251,CIU,MSP,706,801
OO,4252,APN,DTW,1827,1935
OO,4252,DTW,APN,1351,1514
OO,4253,SGU,SLC,1119,1237
OO,4253,SLC,SGU,925,1035
OO,4261,MSP,XWA,956,1151
OO,4261,XWA,MSP,1228,1403
OO,4262,ABR,MSP,1437,1537
OO,4262,MSP,ABR,1240,1346
OO,4263,SLC,SGU,2246,2337
OO,4264,MSP,ABR,2005,2114
OO,4266,INL,MSP,1836,1922
OO,4266,MSP,INL,1634,1738
OO,4270,MSP,IMT,1240,1334
OO,4273,BRD,MSP,1048,1125
OO,4273,MSP,BRD,846,932
OO,4274,APN,DTW,1016,1105
OO,4274,DTW,APN,843,951
OO,4278,DTW,CIU,1910,2031
OO,4279,ESC,MSP,1414,1440
OO,4283,BJI,MSP,1440,1527
OO,4283,MSP,BJI,1254,1356
OO,4288,IMT,MSP,640,745
OO,4289,MSP,XWA,1956,2148
OO,4290,DTW,IMT,2142,2200
OO,4291,MSP,BJI,2127,2223
OO,4292,RHI,MSP,708,815
OO,4294,IMT,DTW,1437,1634
OO,4296,XWA,MSP,610,742
OO,4301,BRD,MSP,1802,1832
OO,4301,MSP,BRD,1630,1711
OO,4303,BJI,MSP,640,725
OO,4305,MSP,RHI,1510,1610
OO,4305,RHI,MSP,1655,1739
OO,4306,PLN,DTW,639,803
OO,4308,SGU,SLC,1902,2012
OO,4308,SLC,SGU,1720,1824
OO,4310,CDC,SLC,1515,1611
OO,4310,SLC,CDC,1332,1450
OO,4311,EKO,SLC,621,815
OO,4312,BTM,SLC,1745,1856
OO,4312,SLC,BTM,1515,1639
OO,4315,BTM,SLC,1128,1235
OO,4315,SLC,BTM,916,1037
OO,4316,CPR,SLC,459,606
OO,4317,SLC,EKO,2129,2125
OO,4318,CDC,SLC,912,1011
OO,4318,SLC,CDC,731,826
OO,4319,SLC,CPR,2115,2222
OO,4323,SGU,SLC,1504,1607
OO,4323,SLC,SGU,1317,1425
OO,4335,DTW,PLN,1419,1521
OO,4335,PLN,DTW,1551,1647
OO,4336,SGU,SLC,1310,1410
OO,4336,SLC,SGU,1113,1219
OO,4338,DTW,PLN,1740,1843
OO,4628,COS,ORD,853,1226
OO,4629,DEN,FAR,1315,1617
OO,4630,DEN,HSV,1007,1348
OO,4631,DEN,SLC,1343,1511
OO,4633,BOI,LAX,1405,1528
OO,4634,FAR,DEN,1828,1930
OO,4635,GJT,DEN,1514,1646
OO,4636,ORD,SBN,1753,1948
OO,4637,DEN,TUS,831,926
OO,4638,ORD,COS,1945,2150
OO,4639,ONT,SFO,1042,1215
OO,4640,ICT,IAH,821,1011
OO,4641,DEN,PSC,1904,2049
OO,4642,BIS,DEN,1706,1758
OO,4643,LAX,SAN,845,956
OO,4644,CRW,ORD,1746,1828
OO,4645,ORD,FWA,1054,1254
OO,4646,CAK,ORD,709,753
OO,4647,ALB,ORD,1126,1302
OO,4648,BOI,DEN,1034,1231
OO,4649,SBA,LAX,550,647
OO,4650,DLH,ORD,1124,1259
OO,4652,PSC,DEN,511,825
OO,4653,DEN,DAY,1728,2210
OO,4654,ACV,SFO,2137,2359
OO,4655,ACV,SFO,1412,1540
OO,4656,IAH,ATL,730,1032
OO,4657,ALB,ORD,1634,1810
OO,4658,CPR,DEN,1337,1448
OO,4660,DEN,COS,1905,1944
OO,4661,ATW,ORD,815,931
OO,4662,OKC,DEN,1123,1207
OO,4663,DEN,BIS,957,1231
OO,4664,DEN,BIS,1340,1617
OO,4665,DEN,BIS,1720,1954
OO,4666,ASE,DEN,1200,1252
OO,4667,DEN,CPR,1113,1212
OO,4668,DEN,TUL,2044,2324
OO,4669,SFO,SAT,1834,2358
OO,4670,DSM,IAH,1457,1704
OO,4671,SFO,BFL,1154,1253
OO,4672,DEN,BFL,1911,2056
OO,4673,BZN,ORD,1309,1658
OO,4674,ATW,ORD,1534,1644
OO,4675,IND,ORD,1347,1405
OO,4676,DEN,LIT,1751,2054
OO,4678,BOI,SFO,637,745
OO,4679,DEN,DRO,931,1034
OO,4680,DTW,ORD,1405,1424
OO,4681,DEN,LEX,1719,2150
OO,4682,LAX,BOI,1008,1314
OO,4683,CAE,ORD,619,743
OO,4684,OKC,IAH,1346,1504
OO,4685,ORD,OKC,1318,1527
OO,4686,LIT,DEN,1338,1454
OO,4687,CHO,ORD,1013,1124
OO,4688,DEN,FAR,1009,1304
OO,4689,CID,DEN,532,703
OO,4690,BHM,DEN,1542,1750
OO,4691,HSV,DEN,941,1131
OO,4692,MLI,DEN,850,1010
OO,4693,SLC,SFO,1027,1137
OO,4694,BIS,DEN,1345,1424
OO,4695,SFO,ACV,33,135
OO,4696,COS,DEN,527,612
OO,4697,CRW,ORD,1355,1442
OO,4698,CAK,ORD,1746,1831
OO,4699,DEN,EGE,1225,1327
OO,4700,ORD,SDF,724,949
OO,4701,SDF,ORD,1107,1155
OO,4702,BFL,DEN,1320,1643
OO,4703,LAX,MRY,1616,1731
OO,4704,DEN,GJT,935,1039
OO,4705,DEN,HLN,2053,2249
OO,4706,IDA,DEN,650,838
OO,4707,ATW,ORD,1711,1832
OO,4708,SFO,ACV,1122,1239
OO,4709,GJT,DEN,1121,1243
OO,4710,BIS,DEN,835,1008
OO,4711,COS,DEN,828,916
OO,4712,ORD,ELP,913,1122
OO,4713,ACV,DEN,502,842
OO,4714,FNT,ORD,735,759
OO,4715,ATL,IAH,1150,1305
OO,4716,ORD,SBN,1056,1246
OO,4717,CHS,ORD,1125,1302
OO,4718,ORD,DAY,1434,1650
OO,4719,DEN,AMA,2003,2222
OO,4720,SLC,DEN,1427,1633
OO,4721,PSC,DEN,1316,1625
OO,4722,GSO,ORD,634,755
OO,4723,SAN,LAX,613,711
OO,4724,BFL,SFO,610,713
OO,4725,ORD,MSN,853,951
OO,4726,CHA,ORD,640,743
OO,4727,ACV,SFO,1602,1723
OO,4728,BIL,DEN,1035,1227
OO,4729,MRY,SFO,1444,1556
OO,4730,BOI,LAX,804,922
OO,4731,CPR,DEN,1835,1936
OO,4732,AUS,SFO,814,1028
OO,4732,SFO,BZN,1240,1531
OO,4733,BOI,SFO,1245,1350
OO,4734,CLE,IAH,1803,2020
OO,4736,DTW,ORD,928,1008
OO,4737,FAR,DEN,1711,1822
OO,4738,BIS,DEN,541,617
OO,4739,DEN,HSV,1736,2111
OO,4741,ORD,IND,1057,1309
OO,4742,SHV,DEN,848,1018
OO,4743,AMA,DEN,1743,1814
OO,4744,ASE,DEN,1450,1541
OO,4745,DEN,COS,2301,2339
OO,4746,BNA,IAH,613,842
OO,4747,ORD,XNA,1047,1227
OO,4748,ORD,ATW,1936,2058
OO,4749,AUS,IAH,1412,1514
OO,4750,GTF,DEN,631,833
OO,4751,OKC,DEN,636,717
OO,4752,CAK,ORD,1350,1418
OO,4753,ORD,DTW,1056,1323
OO,4754,DTW,ORD,555,605
OO,4755,DEN,ICT,2014,2237
OO,4756,LAX,ACV,1249,1430
OO,4757,SFO,OMA,1833,2350
OO,4758,BIL,DEN,1753,1931
OO,4759,FWA,ORD,1814,1851
OO,4760,DEN,ATW,1718,2046
OO,4761,DEN,SAF,805,913
OO,4762,DEN,DRO,2053,2218
OO,4763,GEG,SFO,810,1044
OO,4764,BIL,DEN,509,633
OO,4765,DEN,SBP,1131,1324
OO,4766,ORD,OKC,1805,2019
OO,4767,BOI,SFO,1110,1207
OO,4768,CID,ORD,1119,1243
OO,4769,FAR,ORD,724,928
OO,4770,DEN,GJT,1548,1656
OO,4771,ICT,ORD,1430,1630
OO,4772,LBB,DEN,742,849
OO,4773,ORD,DTW,1953,2211
OO,4774,COS,DEN,1823,1928
OO,4775,BOI,DEN,450,630
OO,4776,GSO,ORD,1739,1900
OO,4777,CRP,IAH,1217,1322
OO,4778,ORD,FAR,852,1112
OO,4779,RNO,SFO,1550,1718
OO,4780,DEN,BFL,1123,1317
OO,4781,BOI,SFO,956,1059
OO,4782,GUC,DEN,1318,1413
OO,4783,SFO,ONT,1609,1722
OO,4784,FWA,ORD,1405,1406
OO,4785,IAH,BNA,1845,2053
OO,4786,PSP,SFO,1523,1713
OO,4787,GRB,ORD,627,749
OO,4788,DEN,GUC,1854,1959
OO,4789,ORD,FAR,1948,2156
OO,4791,DEN,OKC,1723,1950
OO,4792,ORD,ROA,1809,2105
OO,4793,DAY,ORD,1402,1431
OO,4794,ORD,FNT,1221,1433
OO,4795,DEN,LNK,950,1218
OO,4796,LAX,SBA,2257,2336
OO,4797,DEN,CPR,1317,1418
OO,4798,DEN,TYS,1730,2222
OO,4799,DEN,BIS,2058,2334
OO,4800,ICT,IAH,1136,1316
OO,4801,MOT,DEN,1510,1605
OO,4802,DEN,GJT,2054,2154
OO,4803,MKE,ORD,656,756
OO,4804,IAH,LGA,945,1416
OO,4805,SFO,SLC,1807,2045
OO,4806,DEN,ABQ,1546,1709
OO,4807,MAF,DEN,1340,1434
OO,4808,GRB,ORD,1615,1721
OO,4809,ORD,ICT,850,1044
OO,4810,MAF,DFW,450,612
OO,4811,PHX,SFO,744,1000
OO,4812,HOU,DFW,924,1052
OO,4813,SGU,PHX,609,619
OO,4814,PHX,MFR,2132,2355
OO,4815,DFW,HOU,2045,2213
OO,4816,ABQ,PHX,851,926
OO,4817,PHX,ABQ,2026,2246
OO,4818,PHX,FLG,1528,1613
OO,4819,DFW,LFT,2133,2256
OO,4820,LFT,DFW,523,650
OO,4821,DFW,IAH,707,817
OO,4821,IAH,DFW,859,1005
OO,4822,DFW,LRD,817,949
OO,4822,LRD,DFW,1034,1151
OO,4824,DFW,OKC,2208,2338
OO,4825,DFW,GRK,1659,1758
OO,4825,GRK,DFW,1821,1940
OO,4826,DFW,LIT,701,811
OO,4826,LIT,DFW,901,1023
OO,4827,FAT,PHX,1004,1133
OO,4827,PHX,FAT,800,933
OO,4828,DEN,LAX,2053,2233
OO,4829,FLG,PHX,1654,1744
OO,4830,DFW,SAF,1256,1351
OO,4830,SAF,DFW,1426,1708
OO,4831,DFW,IDA,1133,1328
OO,4831,IDA,DFW,1400,1723
OO,4833,DFW,LFT,1744,1906
OO,4833,LFT,DFW,1941,2101
OO,4834,DFW,FSM,1926,2031
OO,4834,FSM,DFW,2049,2152
OO,4835,GJT,DFW,452,749
OO,4837,COU,DFW,1228,1356
OO,4837,DFW,COU,1010,1145
OO,4838,DFW,EVV,1512,1737
OO,4838,EVV,DFW,1806,1956
OO,4839,DFW,PVU,2010,2208
OO,4840,PVU,DFW,514,900
OO,4842,ORD,OKC,2018,2214
OO,4844,JAN,DFW,510,647
OO,4845,DFW,GJT,2116,2234
OO,4846,OKC,ORD,640,846
OO,4847,LAX,SAT,1758,2239
OO,4848,PHX,MAF,2115,51
OO,4849,MAF,PHX,926,917
OO,4850,DFW,SPS,1300,1413
OO,4850,SPS,DFW,1439,1527
OO,4851,DFW,TYR,838,934
OO,4851,TYR,DFW,1015,1107
OO,4852,ORD,BNA,835,956
OO,4853,PHX,LBB,1953,2338
OO,4854,LBB,PHX,908,915
OO,4855,SFO,LAX,1138,1300
OO,4856,LAX,SMF,2227,2357
OO,4857,LAX,SFO,1451,1616
OO,4858,BNA,ORD,503,634
OO,4859,DFW,MAF,749,857
OO,4860,OKC,LAX,708,819
OO,4861,LAX,OKC,1712,2205
OO,4862,GJT,PHX,1513,1555
OO,4862,PHX,GJT,1210,1435
OO,4863,CID,PHX,748,928
OO,4864,PHX,CID,1945,51
OO,4865,DFW,TYR,1642,1726
OO,4865,TYR,DFW,1804,1858
OO,4866,SEA,LAX,714,1011
OO,4867,ABQ,LAX,708,812
OO,4868,LAX,SEA,1719,2025
OO,4869,DFW,GJT,1441,1559
OO,4869,GJT,DFW,1629,1933
OO,4870,DFW,JAN,2238,2353
OO,4871,LAX,ELP,1656,2006
OO,4872,SAT,LAX,654,801
OO,4873,LAX,SMF,956,1118
OO,4873,SMF,LAX,1144,1308
OO,4874,ABQ,LAX,1211,1322
OO,4874,LAX,ABQ,834,1132
OO,4875,ABQ,PHX,1919,2010
OO,4875,PHX,ABQ,1638,1850
OO,4876,ELP,LAX,1243,1352
OO,4876,LAX,ELP,905,1201
OO,4877,ELP,LAX,2029,2142
OO,4878,LAX,OKC,854,1408
OO,4878,OKC,LAX,1435,1543
OO,4879,LAX,OMA,913,1417
OO,4879,OMA,LAX,1501,1624
OO,4880,LAX,PDX,1044,1309
OO,4880,PDX,LAX,1340,1620
OO,4881,ALB,ORD,1731,1918
OO,4881,ORD,ALB,1401,1701
OO,4882,LAX,SEA,1432,1715
OO,4882,SEA,LAX,1759,2059
OO,4884,BTR,DFW,1245,1429
OO,4884,DFW,BTR,1006,1138
OO,4886,DFW,FWA,1224,1607
OO,4886,FWA,DFW,1645,1755
OO,4887,PHX,SBA,738,914
OO,4887,SBA,PHX,938,1113
OO,4888,LAX,SMF,1430,1601
OO,4889,BOI,PHX,1348,1455
OO,4889,PHX,BOI,1000,1315
OO,4890,BUR,PHX,1733,1918
OO,4890,PHX,BUR,1535,1707
OO,4891,DFW,JAN,1031,1156
OO,4891,JAN,DFW,1228,1356
OO,4893,DFW,OKC,1845,1949
OO,4893,OKC,DFW,2021,2124
OO,4894,LAX,XNA,857,1419
